source_run,phase,phase_order,phase_score,declared_range_metric_count,available_metric_count,registered_metric_count,metric_coverage_rate,observation_count,interpretation
20260713_131837_b-n0001,user_simulation,0,0.8333333333333334,12,14,14,1.0,14,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_131837_b-n0001,audio_input,1,0.6923857142857143,7,12,12,1.0,12,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_131837_b-n0001,asr,2,0.7141833333333333,18,21,23,0.9130434782608695,21,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_131837_b-n0001,nlu,3,0.859375,16,17,17,1.0,17,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_131837_b-n0001,dialogue_state_tracking,4,0.875,18,18,18,1.0,18,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_131837_b-n0001,dialogue_management,5,0.7094904761904762,21,21,21,1.0,21,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_131837_b-n0001,backend_task_execution,6,0.847935294117647,17,19,20,0.95,19,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_131837_b-n0001,nlg,7,0.5374,29,29,29,1.0,29,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_131837_b-n0001,tts,8,0.7054035714285715,14,17,22,0.7727272727272727,17,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_131837_b-n0001,task_outcome,9,0.9701583333333333,12,19,19,1.0,19,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_131837_b-n0001,whole_dialogue,10,0.5171277777777777,18,27,31,0.8709677419354839,27,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_131837_b-n0001,metric_validity,11,,0,0,5,0.0,0,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
