source_run,phase,phase_order,phase_score,declared_range_metric_count,available_metric_count,registered_metric_count,metric_coverage_rate,observation_count,interpretation
20260714_031937_b-n0001,user_simulation,0,0.6666666666666666,12,14,14,1.0,14,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_031937_b-n0001,audio_input,1,0.8501428571428571,7,12,12,1.0,12,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_031937_b-n0001,asr,2,0.76752,20,23,23,1.0,23,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_031937_b-n0001,nlu,3,0.57293125,16,17,17,1.0,17,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_031937_b-n0001,dialogue_state_tracking,4,0.7963,18,18,18,1.0,18,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_031937_b-n0001,dialogue_management,5,0.6293714285714286,21,21,21,1.0,21,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_031937_b-n0001,backend_task_execution,6,0.7703117647058824,17,20,20,1.0,20,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_031937_b-n0001,nlg,7,0.4474551724137931,29,29,29,1.0,29,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_031937_b-n0001,tts,8,0.833542857142857,14,17,22,0.7727272727272727,17,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_031937_b-n0001,task_outcome,9,0.8958333333333334,12,19,19,1.0,19,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_031937_b-n0001,whole_dialogue,10,0.4248052631578948,19,29,31,0.9354838709677419,29,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_031937_b-n0001,metric_validity,11,,0,0,5,0.0,0,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
