source_run,condition_id,condition_state,run_type,scenario_key,persona_key,message_count,agent_a_turn_count,agent_b_turn_count,memory_snapshot_count,candidate_count,unique_route_count,state_task_variable_agreement,active_constraint_agreement,current_route_agreement,agent_a_constraint_count,agent_b_constraint_count,agent_a_clarification_count,agent_b_clarification_count,final_agent_a_focus,final_agent_b_focus,focus_disagreement_count
20260714_034330_b-n0001,C-AC-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-80fc8f7cf4-T,not_started,text_only,airport_connection,focused_commuter,,,,,,,,,,,,,,,,
20260714_034403_b-n0001,C-AC-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-80fc8f7cf4-A,not_started,audio_variant,airport_connection,focused_commuter,,,,,,,,,,,,,,,,
20260714_034435_b-n0001,C-AC-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-fa0fc84308-T,completed,text_only,airport_connection,crowd_averse_rider,9,5,4,9,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,4
20260714_034645_b-n0001,C-AC-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-fa0fc84308-A,completed,audio_variant,airport_connection,crowd_averse_rider,17,9,8,17,6,6,1.0,1.0,0.0,3,3,2,0,transfers,confirmation,12
20260714_034859_b-n0001,C-AC-DST-HESIT-PIP-FWH-Q05-DEFAU-SML-I0-a46a3c14e2-T,not_started,text_only,airport_connection,delay_sensitive_traveler,,,,,,,,,,,,,,,,
20260714_034931_b-n0001,C-AC-DST-HESIT-PIP-FWH-Q05-DEFAU-SML-I0-a46a3c14e2-A,not_started,audio_variant,airport_connection,delay_sensitive_traveler,,,,,,,,,,,,,,,,
20260714_035008_b-n0001,C-AC-RAN-SC-PIP-VOS-Q05-DEFAU-SML-I0-f3a0328e86-T,not_started,text_only,airport_connection,risk_averse_novice,,,,,,,,,,,,,,,,
20260714_035038_b-n0001,C-AC-RAN-SC-PIP-VOS-Q05-DEFAU-SML-I0-f3a0328e86-A,not_started,audio_variant,airport_connection,risk_averse_novice,,,,,,,,,,,,,,,,
20260714_035112_b-n0001,C-CEE-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-474e6e00f3-T,not_started,text_only,crowded_event_exit,focused_commuter,,,,,,,,,,,,,,,,
20260714_035144_b-n0001,C-CEE-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-474e6e00f3-A,not_started,audio_variant,crowded_event_exit,focused_commuter,,,,,,,,,,,,,,,,
20260714_035217_b-n0001,C-CEE-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-5de326d3b6-T,completed,text_only,crowded_event_exit,crowd_averse_rider,9,5,4,9,4,4,0.6666666666666666,1.0,1.0,3,3,0,0,reliability,confirmation,4
20260714_035645_b-n0001,C-CEE-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-5de326d3b6-A,completed,audio_variant,crowded_event_exit,crowd_averse_rider,13,7,6,13,5,5,0.6666666666666666,1.0,0.0,3,3,1,0,reliability,reliability,6
20260714_035711_b-n0001,C-CEE-DST-HESIT-PIP-FWH-Q05-DEFAU-SML-I0-4f91a625fb-T,completed,text_only,crowded_event_exit,delay_sensitive_traveler,9,5,4,9,4,4,0.6666666666666666,1.0,1.0,3,3,0,0,reliability,confirmation,6
