source_run,phase,phase_order,phase_score,declared_range_metric_count,available_metric_count,registered_metric_count,metric_coverage_rate,observation_count,interpretation
20260714_050113_b-n0001,user_simulation,0,0.6666666666666666,12,13,14,0.9285714285714286,13,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_050113_b-n0001,audio_input,1,0.8571428571428571,7,12,12,1.0,12,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_050113_b-n0001,asr,2,0.3636375,16,19,23,0.8260869565217391,19,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_050113_b-n0001,nlu,3,0.16666666666666666,6,7,17,0.4117647058823529,7,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_050113_b-n0001,dialogue_state_tracking,4,0.7692307692307693,13,13,18,0.7222222222222222,13,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_050113_b-n0001,dialogue_management,5,0.42750000000000005,20,20,21,0.9523809523809523,20,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_050113_b-n0001,backend_task_execution,6,0.26666666666666666,15,16,20,0.8,16,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_050113_b-n0001,nlg,7,0.24772307692307693,26,26,29,0.896551724137931,26,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_050113_b-n0001,tts,8,0.6154057692307693,13,16,22,0.7272727272727273,16,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_050113_b-n0001,task_outcome,9,0.075,10,14,19,0.7368421052631579,14,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_050113_b-n0001,whole_dialogue,10,0.2735,19,29,31,0.9354838709677419,29,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260714_050113_b-n0001,metric_validity,11,,0,0,5,0.0,0,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
