source_run,phase,phase_order,phase_score,declared_range_metric_count,available_metric_count,registered_metric_count,metric_coverage_rate,observation_count,interpretation
20260713_045418_b-n0001,user_simulation,0,0.6666666666666666,12,14,14,1.0,14,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_045418_b-n0001,audio_input,1,0.8269285714285715,7,12,12,1.0,12,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_045418_b-n0001,asr,2,0.76277,20,23,23,1.0,23,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_045418_b-n0001,nlu,3,0.875,16,17,17,1.0,17,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_045418_b-n0001,dialogue_state_tracking,4,0.8222222222222223,18,18,18,1.0,18,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_045418_b-n0001,dialogue_management,5,0.5889285714285715,21,21,21,1.0,21,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_045418_b-n0001,backend_task_execution,6,0.8764705882352941,17,20,20,1.0,20,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_045418_b-n0001,nlg,7,0.5489379310344827,29,29,29,1.0,29,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_045418_b-n0001,tts,8,0.7993410714285715,14,17,22,0.7727272727272727,17,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_045418_b-n0001,task_outcome,9,0.8958333333333334,12,19,19,1.0,19,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_045418_b-n0001,whole_dialogue,10,0.4523894736842105,19,29,31,0.9354838709677419,29,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
20260713_045418_b-n0001,metric_validity,11,,0,0,5,0.0,0,equal-weighted descriptive score over available declared-range metrics; inspect component metrics before inference
